"","crossID","femaPar","femaParLoc","malePar","maleParLoc","CrossLoc","Region","PlantingDens","development","line","position","block","PhotoScore","wetWgtPlot","lengthPlot","wetWgtPerM","percDryWgt","dryWgtPerM","densityBlades","Order_1","plotNo","Year","Crosses","CrossLoc.1","popChk","withinLoc","isSelf"
"431","SL19-UCONN-S278","SL18-SF-17-FG2","SF","SA18-CB-7-MG3","CB","SF X CB","GOM",3,1,"5",48,"8",3,15.75,1.06,14.85,11.64,1.729189987,310,"398","2020_278","2020","SL18-SF-17-FG2xSA18-CB-7-MG3","SF X CB","ES","0","0"
"438","SL19-UCONN-S279","SA18-CB-4-FG6","CB","SL18-JS-6-MG3","JS","CB X JS","GOM",3,1,"5",49,"9",3,8.38,0.99,8.47,13.64,1.154265069,120,"399","2020_279","2020","SA18-CB-4-FG6xSL18-JS-6-MG3","CB X JS","ES","0","0"
"310","SL19-UCONN-S283","SL18-CC-3-FG1","CC","SL18-JS-11-MG2","JS","CC X JS","GOM",3,1,"5",54,"9",2,0.39,0.96,0.41,11.49,0.047017142,NA,"404","2020_283","2020","SL18-CC-3-FG1xSL18-JS-11-MG2","CC X JS","ES","0","0"
"609","SL19-UCONN-S290","SA18-CB-5-FG6","CB","SL18-CC-6-MG2","CC","CB X CC","GOM",3,1,"5",61,"11",3,3.98,0.96,4.15,13.14,0.544987778,40,"412","2020_290","2020","SA18-CB-5-FG6xSL18-CC-6-MG2","CB X CC","ES","0","0"
"400","SL19-UCONN-S30","SL18-JS-19-FG3","JS","SL18-OI-17-MG1","OI","JS X OI","GOM",1,1,"1",34,"6",2,1.14,0.928,1.23,13.55,0.166598482,NA,"423","2020_30","2020","SL18-JS-19-FG3xSL18-OI-17-MG1","JS X OI","ES","0","0"
"502","SL19-UCONN-S34","SL18-OI-17-FG4","OI","SL18-CC-7-MG1","CC","OI X CC","GOM",3,1,"1",38,"7",3,7.11,1.037,6.85,10.79,0.739377608,200,"467","2020_34","2020","SL18-OI-17-FG4xSL18-CC-7-MG1","OI X CC","ES","0","0"
"401","SL19-UCONN-S35","SL18-OI-17-FG1","OI","SL18-OI-4-MG1","OI","OI X OI","GOM",3,1,"1",39,"7",2,1.38,0.97,1.42,12.73,0.181415223,100,"478","2020_35","2020","SL18-OI-17-FG1xSL18-OI-4-MG1","OI X OI","ES","1","0"
"610","SL19-UCONN-S42","SL18-CC-6-FG2","CC","SL18-OI-11-MG4","OI","CC X OI","GOM",3,1,"1",46,"8",3,3.62,1.035,3.5,11.7,0.40888204,110,"507","2020_42","2020","SL18-CC-6-FG2xSL18-OI-11-MG4","CC X OI","ES","0","0"
"330","SL19-UCONN-S43","SL18-JS-9-FG3","JS","SA18-CB-10-MG1","CB","JS X CB","GOM",1,1,"1",47,"8",2,0.74,0.99,0.75,12.41,0.092820179,NA,"508","2020_43","2020","SL18-JS-9-FG3xSA18-CB-10-MG1","JS X CB","ES","0","0"
"403","SL19-UCONN-S44","SL18-OI-6-FG3","OI","SL18-JS-6-MG1","JS","OI X JS","GOM",1,1,"1",48,"8",2,1.57,0.997,1.57,36.63,0.576919238,20,"509","2020_44","2020","SL18-OI-6-FG3xSL18-JS-6-MG1","OI X JS","ES","0","0"
"433","SL19-UCONN-S45","SL18-SF-13-FG2","SF","SL18-JS-11-MG3","JS","SF X JS","GOM",3,1,"1",49,"9",3,7,1.03,6.79,12.17,0.826645737,220,"510","2020_45","2020","SL18-SF-13-FG2xSL18-JS-11-MG3","SF X JS","ES","0","0"
"404","SL19-UCONN-S46","SL18-JS-19-FG3","JS","SL18-LD-13-MG3","LD","JS X LD","GOM",1,1,"1",50,"9",2,1.65,0.937,1.77,13.67,0.241280563,30,"511","2020_46","2020","SL18-JS-19-FG3xSL18-LD-13-MG3","JS X LD","ES","0","0"
"447","SL19-UCONN-S53","SA18-CB-2-FG3","CB","SL18-CC-2-MG5","CC","CB X CC","GOM",2,1,"1",58,"10",3,13.37,0.972,13.76,10.23,1.407620503,110,"519","2020_53","2020","SA18-CB-2-FG3xSL18-CC-2-MG5","CB X CC","ES","0","0"
"414","SL19-UCONN-S56","SA18-CB-9-FG1","CB","SL18-OI-7-MG3","OI","CB X OI","GOM",3,1,"1",62,"11",3,7.05,1.02,6.91,15.74,1.087371821,150,"522","2020_56","2020","SA18-CB-9-FG1xSL18-OI-7-MG3","CB X OI","ES","0","0"
"405","SL19-UCONN-S57","SL18-CC-3-FG1","CC","SL18-OI-16-MG2","OI","CC X OI","GOM",3,1,"1",63,"11",2,1.62,0.86,1.88,16.81,0.316584317,150,"523","2020_57","2020","SL18-CC-3-FG1xSL18-OI-16-MG2","CC X OI","ES","0","0"
"322","SL19-UCONN-S58","SL18-CC-8-FG1","CC","SL18-NC-8-MG2","NC","CC X NC","GOM",3,1,"2",1,"1",2,0.46,0.845,0.55,12.55,0.068428155,70,"524","2020_58","2020","SL18-CC-8-FG1xSL18-NC-8-MG2","CC X NC","ES","0","0"
"466","SL19-UCONN-S63","SL18-SF-13-FG2","SF","SA18-CB-2-MG3","CB","SF X CB","GOM",3,1,"2",6,"1",3,9.46,1.02,9.27,12.24,1.135354404,180,"530","2020_63","2020","SL18-SF-13-FG2xSA18-CB-2-MG3","SF X CB","ES","0","0"
"611","SL19-UCONN-S66","SL18-SF-13-FG2","SF","SL18-JS-9-MG2","JS","SF X JS","GOM",2,1,"2",9,"2",3,3.96,0.98,4.04,12.35,0.499327512,250,"533","2020_66","2020","SL18-SF-13-FG2xSL18-JS-9-MG2","SF X JS","ES","0","0"
"612","SL19-UCONN-S67","SL18-JS-19-FG2","JS","SA18-CB-10-MG3","CB","JS X CB","GOM",2,1,"2",10,"2",3,1.37,0.95,1.45,12.99,0.187770305,50,"534","2020_67","2020","SL18-JS-19-FG2xSA18-CB-10-MG3","JS X CB","ES","0","0"
"406","SL19-UCONN-S68","SL18-CC-6-FG1","CC","SL18-JS-5-MG2","JS","CC X JS","GOM",2,1,"2",11,"2",2,0.44,1.08,0.41,10.88,0.044764563,160,"535","2020_68","2020","SL18-CC-6-FG1xSL18-JS-5-MG2","CC X JS","ES","0","0"
"510","SL19-UCONN-S77","SL18-CC-12-FG2","CC","SL18-LL-9-MG4","LL","CC X LL","GOM",3,1,"2",22,"4",3,7.6,0.89,8.54,10.66,0.910135569,440,"545","2020_77","2020","SL18-CC-12-FG2xSL18-LL-9-MG4","CC X LL","ES","0","0"
"613","SL19-UCONN-S78","SL18-NL-3-FG1","NL","SL18-OI-7-MG3","OI","NL X OI","GOM",3,1,"2",23,"4",3,2.31,1.02,2.26,8.98,0.203222777,100,"546","2020_78","2020","SL18-NL-3-FG1xSL18-OI-7-MG3","NL X OI","ES","0","0"
"407","SL19-UCONN-S85","SL18-NL-5-FG1","NL","SL18-OI-14-MG1","OI","NL X OI","GOM",2,1,"2",30,"5",2,1.39,1.03,1.35,13.39,0.180404521,80,"554","2020_85","2020","SL18-NL-5-FG1xSL18-OI-14-MG1","NL X OI","ES","0","0"
"408","SL19-UCONN-S87","SL18-NC-8-FG1","NC","SL18-NL-7-MG2","NL","NC X NL","GOM",1,1,"2",33,"6",2,1.25,1.03,1.21,17.7,0.214393172,70,"556","2020_87","2020","SL18-NC-8-FG1xSL18-NL-7-MG2","NC X NL","ES","0","0"
"335","SL19-UCONN-S88","SL18-JS-5-FG2","JS","SL18-OI-5-MG3","OI","JS X OI","GOM",1,1,"2",34,"6",2,0.52,1.001,0.52,12.87,0.066847096,60,"557","2020_88","2020","SL18-JS-5-FG2xSL18-OI-5-MG3","JS X OI","ES","0","0"
"442","SL19-UCONN-S90","SL18-CC-10-FG4","CC","SL18-NC-2-MG2","NC","CC X NC","GOM",3,1,"2",36,"6",3,4.75,0.97,4.9,14.7,0.720187772,130,"560","2020_90","2020","SL18-CC-10-FG4xSL18-NC-2-MG2","CC X NC","ES","0","0"
"614","SL19-UCONN-S91","SL18-NC-5-FG3","NC","SL18-OI-2-MG2","OI","NC X OI","GOM",3,1,"2",37,"7",3,1.82,1.005,1.81,10.75,0.194644302,210,"561","2020_91","2020","SL18-NC-5-FG3xSL18-OI-2-MG2","NC X OI","ES","0","0"
"481","SL19-UCONN-S92","SL18-OI-16-FG2","OI","SL18-OI-18-MG1","OI","OI X OI","GOM",3,1,"2",38,"7",3,1.14,1,1.14,11.49,0.131013916,120,"562","2020_92","2020","SL18-OI-16-FG2xSL18-OI-18-MG1","OI X OI","ES","1","0"
"615","SL19-UCONN-S93","SL18-CC-1-FG2","CC","SL18-NC-11-MG2","NC","CC X NC","GOM",3,1,"2",40,"7",3,2.42,0.94,2.58,11.07,0.285495162,170,"563","2020_93","2020","SL18-CC-1-FG2xSL18-NC-11-MG2","CC X NC","ES","0","0"
"616","SL19-UCONN-S95","SL18-CC-12-FG3","CC","SL18-NC-11-MG2","NC","CC X NC","GOM",3,1,"2",42,"7",3,2.08,0.93,2.24,11.56,0.259227887,190,"565","2020_95","2020","SL18-CC-12-FG3xSL18-NC-11-MG2","CC X NC","ES","0","0"
"409","SL19-UCONN-S96","SA18-CB-7-FG1","CB","SL18-LD-1-MG1","LD","CB X LD","GOM",3,1,"2",43,"8",2,1.66,0.915,1.81,14.42,0.260960484,60,"566","2020_96","2020","SA18-CB-7-FG1xSL18-LD-1-MG1","CB X LD","ES","0","0"
"410","SL19-UCONN-S99","SL18-NC-10-FG3","NC","SA18-CB-3-MG2","CB","NC X CB","GOM",1,1,"2",46,"8",2,0.61,1.01,0.6,0.56,0.003396366,130,"569","2020_99","2020","SL18-NC-10-FG3xSA18-CB-3-MG2","NC X CB","ES","0","0"
"519","Check","SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","ME X ME","GOM",1,1,"2",47,"8",3,2.71,0.86,3.151162791,10.96,0.3,480,"570","Z1-A","2019","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME","Z1","1","1"
"520","Check","SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","ME X ME","GOM",1,1,"2",8,"2",3,2.09,0.56,3.732142857,13.88,0.29,200,"571","Z1-B","2019","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME","Z1","1","1"
"521","Check","SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","ME X ME","GOM",1,1,"2",22,"4",3,3.87,0.9,4.3,8.09,0.31,480,"572","Z1-C","2019","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME","Z1","1","1"
"522","Check","SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","ME X ME","GOM",2,1,"1",25,"5",3,1.15,0.85,1.352941176,9.1,0.1,140,"573","Z1-D","2019","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME","Z1","1","1"
"523","Check","SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","ME X ME","GOM",1,1,"1",45,"8",3,2.02,0.94,2.14893617,8.25,0.17,260,"574","Z1-E","2019","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME","Z1","1","1"
"524","Check","SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","ME X ME","GOM",2,1,"3",6,"1",3,4.41,0.87,5.068965517,9.31,0.41,300,"575","Z1-F","2019","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME","Z1","1","1"
"525","Check","SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","ME X ME","GOM",2,1,"4",32,"6",3,2.64,0.8,3.3,7.73,0.2,240,"576","Z1-G","2019","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME","Z1","1","1"
"432","Check","SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","ME X ME","GOM",2,1,"4",38,"7",3,3.67,0.84,4.369047619,10.2,0.37,260,"577","Z1-H","2019","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME","Z1","1","1"
"526","Check","SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","ME X ME","GOM",1,1,"4",49,"9",3,3.65,0.84,4.345238095,8.6,0.31,420,"578","Z1-I","2019","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME","Z1","1","1"
"527","Check","SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","ME X ME","GOM",1,1,"4",15,"3",3,2.34,0.71,3.295774648,9.37,0.22,660,"579","Z1-J","2019","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME","Z1","1","1"
"528","Check","SL18-ME-1-FG1","ME","SL18-ME-2-MG2","ME","ME X ME","GOM",1,1,"2",18,"3",3,1.75,0.87,2.011494253,9.94,0.17,240,"580","Z2-A","2019","SL18-ME-1-FG1xSL18-ME-2-MG2","ME X ME","Z2","1","0"
"529","Check","SL18-ME-1-FG1","ME","SL18-ME-2-MG2","ME","ME X ME","GOM",1,1,"1",52,"9",3,1.56,0.89,1.752808989,10.44,0.16,40,"581","Z2-B","2019","SL18-ME-1-FG1xSL18-ME-2-MG2","ME X ME","Z2","1","0"
"518","Check","SL18-ME-1-FG1","ME","SL18-ME-2-MG2","ME","ME X ME","GOM",1,1,"3",28,"5",3,2.83,1.05,2.695238095,7.81,0.22,160,"583","Z2-D","2019","SL18-ME-1-FG1xSL18-ME-2-MG2","ME X ME","Z2","1","0"
"530","Check","SL18-ME-1-FG1","ME","SL18-ME-2-MG2","ME","ME X ME","GOM",1,1,"3",40,"7",3,2.5,0.87,2.873563218,4.97,0.12,200,"584","Z2-E","2019","SL18-ME-1-FG1xSL18-ME-2-MG2","ME X ME","Z2","1","0"
"428","Check","SL18-ME-1-FG1","ME","SL18-ME-2-MG2","ME","ME X ME","GOM",1,1,"3",45,"8",3,2.36,0.82,2.87804878,10.21,0.24,120,"585","Z2-F","2019","SL18-ME-1-FG1xSL18-ME-2-MG2","ME X ME","Z2","1","0"
"436","Check","SL18-ME-1-FG1","ME","SL18-ME-2-MG2","ME","ME X ME","GOM",1,1,"4",8,"2",3,3.06,0.87,3.517241379,9.82,0.3,220,"586","Z2-G","2019","SL18-ME-1-FG1xSL18-ME-2-MG2","ME X ME","Z2","1","0"
"355","Check","SL18-ME-1-FG1","ME","SL18-ME-2-MG2","ME","ME X ME","GOM",2,1,"4",20,"4",2,1.15,0.84,1.369047619,10.92,0.13,180,"587","Z2-H","2019","SL18-ME-1-FG1xSL18-ME-2-MG2","ME X ME","Z2","1","0"
"424","Check","SL18-OI-15-FG","OI","SL18-ME-MG1","ME","OI X ME","GOM",NA,NA,"1",2,"1",3,2.54,0.82,3.1,13.68,0.424155947,60,"589","Z3-A","2020","SL18-OI-15-FGxSL18-ME-MG1","OI X ME","Z3","0","0"
"448","Check","SL18-OI-15-FG","OI","SL18-ME-MG1","ME","OI X ME","GOM",NA,NA,"1",17,"3",3,2.09,1.06,1.97,10.99,0.216209429,90,"590","Z3-B","2020","SL18-OI-15-FGxSL18-ME-MG1","OI X ME","Z3","0","0"
"439","Check","SL18-OI-15-FG","OI","SL18-ME-MG1","ME","OI X ME","GOM",NA,NA,"1",33,"6",3,3.51,1.08,3.25,13.57,0.441624815,130,"591","Z3-C","2020","SL18-OI-15-FGxSL18-ME-MG1","OI X ME","Z3","0","0"
"441","Check","SL18-OI-15-FG","OI","SL18-ME-MG1","ME","OI X ME","GOM",NA,NA,"2",39,"7",3,3.9,0.992,3.93,11.77,0.462943058,130,"592","Z3-D","2020","SL18-OI-15-FGxSL18-ME-MG1","OI X ME","Z3","0","0"
"517","Check","SL18-OI-15-FG","OI","SL18-ME-MG1","ME","OI X ME","GOM",NA,NA,"3",12,"2",3,2.25,1.02,2.2,11.39,0.251174836,20,"593","Z3-E","2020","SL18-OI-15-FGxSL18-ME-MG1","OI X ME","Z3","0","0"
"453","Check","SL18-OI-15-FG","OI","SL18-ME-MG1","ME","OI X ME","GOM",NA,NA,"3",23,"4",3,1.05,0.98,1.07,8.37,0.089811911,70,"594","Z3-F","2020","SL18-OI-15-FGxSL18-ME-MG1","OI X ME","Z3","0","0"
"332","Check","SL18-OI-15-FG","OI","SL18-ME-MG1","ME","OI X ME","GOM",NA,NA,"4",46,"8",2,1.73,0.99,1.75,13.79,0.241059201,60,"596","Z3-H","2020","SL18-OI-15-FGxSL18-ME-MG1","OI X ME","Z3","0","0"
"315","Check","SL18-OI-15-FG","OI","SL18-ME-MG1","ME","OI X ME","GOM",NA,NA,"4",60,"10",2,1.37,0.94,1.46,14.71,0.215019677,80,"597","Z3-I","2020","SL18-OI-15-FGxSL18-ME-MG1","OI X ME","Z3","0","0"
"423","Check","SL18-OI-15-FG","OI","SL18-ME-MG1","ME","OI X ME","GOM",NA,NA,"5",29,"5",3,1.83,1,1.83,12.41,0.227034897,70,"598","Z3-J","2020","SL18-OI-15-FGxSL18-ME-MG1","OI X ME","Z3","0","0"
"418","Check","SL18-OI-15-FG","OI","SL18-ME-MG1","ME","OI X ME","GOM",NA,NA,"5",62,"11",3,3.04,0.87,3.49,9.52,0.332689925,130,"599","Z3-K","2020","SL18-OI-15-FGxSL18-ME-MG1","OI X ME","Z3","0","0"
"308","Check","SL18-NL-7-FG3","NL","SL18-OI-15-MG3","OI","NL X OI","GOM",NA,NA,"2",14,"3",2,0.91,1.04,0.87,16.34,0.142536546,60,"603","Z4-D","2020","SL18-NL-7-FG3xSL18-OI-15-MG3","NL X OI","Z4","0","0"
"354","Check","SL18-NL-7-FG3","NL","SL18-OI-15-MG3","OI","NL X OI","GOM",NA,NA,"2",19,"4",2,0.19,0.9625,NA,NA,NA,70,"604","Z4-E","2020","SL18-NL-7-FG3xSL18-OI-15-MG3","NL X OI","Z4","0","0"
"323","Check","SL18-NL-7-FG3","NL","SL18-OI-15-MG3","OI","NL X OI","GOM",NA,NA,"2",31,"6",2,0.6,1.015,0.59,12.48,0.073658425,70,"605","Z4-F","2020","SL18-NL-7-FG3xSL18-OI-15-MG3","NL X OI","Z4","0","0"
"324","Check","SL18-NL-7-FG3","NL","SL18-OI-15-MG3","OI","NL X OI","GOM",NA,NA,"3",44,"8",2,0.6,1.07,0.56,11.37,0.063229542,100,"606","Z4-G","2020","SL18-NL-7-FG3xSL18-OI-15-MG3","NL X OI","Z4","0","0"
"342","Check","SL18-NL-7-FG3","NL","SL18-OI-15-MG3","OI","NL X OI","GOM",NA,NA,"4",3,"1",2,0.57,1.058,0.53,13.06,0.069875947,30,"607","Z4-H","2020","SL18-NL-7-FG3xSL18-OI-15-MG3","NL X OI","Z4","0","0"
"328","Check","SL18-NL-7-FG3","NL","SL18-OI-15-MG3","OI","NL X OI","GOM",NA,NA,"4",7,"2",2,0.67,1.01,0.66,12.05,0.079846029,20,"608","Z4-I","2020","SL18-NL-7-FG3xSL18-OI-15-MG3","NL X OI","Z4","0","0"
